Vitamix_C_Series_5200.jpg,Vitamix,"Lissa will provide the pop-up window look. We can get you an unbeatable price on a Vitamix shipped straight to your door. Move over, Costco! Please write to kyrsten@hipcooks.com for product details and pricing.",Small Appliances,Vitamix
Cuisinart_Custom_Classic_Toaster_Oven_Broiler.jpg,Cuisinart Toaster Oven,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B004JMZGM2/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B004JMZGM2&linkCode=as2&tag=hipcooks-20&linkId=MH2WUIW6DPIZFG3B"">Cuisinart Toaster Oven</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B004JMZGM2"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Small Appliances,
Cuisinart_Cordless_Stainless_Steel_Electric_Kettle.jpg,Cuisinart Electric Kettle,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B009GQ04NW/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B009GQ04NW&linkCode=as2&tag=hipcooks-20&linkId=4VJBNPDLI7P657RT"">Cuisinart Electric Kettle</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B009GQ04NW"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Small Appliances,
Cuisinart_Frozen_Yogurt_Ice_Cream_&_Sorbet_Maker.jpg,Cuisinart Ice Cream Maker,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B003KYSLMW/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B003KYSLMW&linkCode=as2&tag=hipcooks-20&linkId=VCIXORG2YRUZTUT2"">Cuisinart Ice Cream Maker</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B003KYSLMW"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Small Appliances,
OXO_Good_Grips_Mandoline_Slicer.jpg,OXO Mandoline,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B0000DAQ8B/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B0000DAQ8B&linkCode=as2&tag=hipcooks-20&linkId=6XTP2YLIYRSMD6XD"">OXO Mandoline</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B0000DAQ8B"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Kitchen Tools,
Spiralizer.jpg,Spiralizer,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B00GRIR87M/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00GRIR87M&linkCode=as2&tag=hipcooks-20&linkId=JEX45PRA2UQQITHJ"">Spiralizer</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B00GRIR87M"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Kitchen Tools,
10'_Non_stick_PowerCoat_2_Skillet.jpg,Vollrath 10' Non-stick Skillet,Hipcooks store,Kitchen Tools,
12'_Non_stick_PowerCoat_2_Skillet.jpg,Vollrath 12' Non-stick Skillet,Hipcooks store,Kitchen Tools,
Large_John_Boos_Board.jpg,Large John Boos Board,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B00WH26RI8/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00WH26RI8&linkCode=as2&tag=hipcooks-20&linkId=OMEVAYELGNHQ4HO6"">Large John Boos Board</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B00WH26RI8"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />
",Kitchen Tools,
Wustof_Ikon_8'_Chef's_Knife.jpg,"W�_sthof Ikon 8"" Chef Knife - Black or Cr̬me",Hipcooks Store,Kitchen Tools,
Wustof_Ikon_Santoku_Black.jpg,"W�_sthof Ikon 7"" Santoku - Black or Cr̬me",Hipcooks Store,Kitchen Tools,
Wustof_Ikon_Paring_Black.jpg,"W�_sthof Ikon 3.5"" Paring Knife - Black or Cr̬me",Hipcooks Store,Kitchen Tools,
"Wu��sthof_Ikon_6""_Sandwich_Utility_Knife_Black.jpg","W�_sthof Ikon 6"" Sandwich/Utility Knife - Black or Cr̬me",Hipcooks Store,Kitchen Tools,
Wustof-Ikon-Tomato-Black.jpg,W�_sthof Ikon Tomato Knife - Black or Cr̬me,Hipcooks Store,Kitchen Tools,
Wu��sthof_Ikon_Deli_Knife_Black.jpg,W�_sthof Ikon Deli Knife - Black,Hipcooks Store,Kitchen Tools,
Wu��sthof_Honing_Steel.jpg,W�_sthof Honing Steel ,Hipcooks Store,Kitchen Tools,
Wusthof_Diamond_Sharpening_Steel.jpg,W�_sthof Diamond Sharpening Steel,Hipcooks Store,Kitchen Tools,
Chef'N_Collapsible_Colander.jpg,Collapsible Colander,Hipcooks Store,Kitchen Tools,
Chef'n_Tomato_Huller.jpg,Tomato Huller,Hipcooks Store,Kitchen Tools,
Chef'n-Sleekstor-Pinch-Pour-Prep-Bowls.jpg,Pinch & Pour Prep Bowls,Hipcooks Store,Kitchen Tools,
"Chef'n-SleekStor-Pinch-with-Pour-Measuring-Beaker,Orange.jpg",Pinch & Pour Beakers with Lids,Hipcooks Store,Kitchen Tools,
Chef'n-Sleekstor-Pop-and-Pour-Bowls-1.jpg,Pop &Pour Bowls,Hipcooks Store,Kitchen Tools,
Silicone_Steamer_Arugula.jpg,Silicone Steamer ,Hipcooks Store,Kitchen Tools,
CocktailSet.jpg,Cocktail Set,Hipcooks Store,Kitchen Tools,
CuttingBoard.jpg,Hipcooks Solid Round Cutting Board,Hipcooks Store,Kitchen Tools,
Exopat.jpg,Exopat,Hipcooks Store,Kitchen Tools,
Matfer-Bourgeat-Exoglass-Spoon-Red.jpg,Exoglass Spoon,Hipcooks Store,Kitchen Tools,
Microplane_Premium_Grater_turquise.jpg,Microplane,Hipcooks Store,Kitchen Tools,
Mortar-and-pestle-_Wooden-.jpg,Small Mortar & Pestle,Hipcooks Store,Kitchen Tools,
Mortar-and-pestle-Granite.jpg,Large Mortar & Pestle,Hipcooks Store,Kitchen Tools,
Supreme-Metal-Orange-Squeezer-1.jpg,Citrus Squeezer,Hipcooks Store,Kitchen Tools,
Swissmar_peeler_yellow.jpg,U-Shaped Peeler��,Hipcooks Store,Kitchen Tools,
Tovolo_Spatula_Wooden_Handle_orange_peel.jpg,Spatula ,Hipcooks Store,Kitchen Tools,
Tovolo-13'-Tip-Top-Tongs-Green.jpg,Silicone -Tipped Tongs,Hipcooks Store,Kitchen Tools,
Removable-base_Cake_Pan.jpg,Removable-base Cake Pan,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B000UBI14Q/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B000UBI14Q&linkCode=as2&tag=hipcooks-20&linkId=ROAFYTHCBLEWE5SG"">Removable-base Cake Pan</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B000UBI14Q"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />
",Kitchen Tools,
Removeable_base_Tart_Pan.jpg,Removeable-base Tart Pan,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B000QIZ1I2/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B000QIZ1I2&linkCode=as2&tag=hipcooks-20&linkId=EPZE3NWR3CZ34JEX"">Removeable-base Tart Pan</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B000QIZ1I2"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Kitchen Tools,
Silicone_Mini_Muffin_Pan.jpg,Silicone Mini Muffin Pan,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B00TKK9516/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00TKK9516&linkCode=as2&tag=hipcooks-20&linkId=6C6XGJCSCQGLVZXZ"">Silicone Mini Muffin Pan</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B00TKK9516"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />
",Kitchen Tools,
Cooling_rack.jpg,cooling rack,"<a rel=""nofollow"" href=""http://www.amazon.com/gp/product/B00WS3OCWE/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00WS3OCWE&linkCode=as2&tag=hipcooks-20&linkId=SAKB5NMZNERJ2GVX"">cooling rack</a><img src=""http://ir-na.amazon-adsystem.com/e/ir?t=hipcooks-20&l=as2&o=1&a=B00WS3OCWE"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Kitchen Tools,
